"Institution","City","State","ZIP","Highest_Degree","Region","Longitude","Latitude","Type","HBCU","HSI","Religious","Adm_Rate","Med_ACT","Enrollment","P_White","P_Black","P_Hispanic","P_Asian","P_Female","P_Pell","Med_Grad_Debt","Avg_Fac_Salary","Ret_Rate","Med_Grad_Earnings_4Y"
"Malone University","Canton","OH","44709-3308","Graduate","East_North_Central",-81.376863,40.825662,"Private_non_profit","No","No","No",0.7756,21,818,0.7359,0.0733,0.033,0.0134,0.5342,0.3946,"26289",6442,0.7318,43779
"Marietta College","Marietta","OH","45750","Graduate","East_North_Central",-81.450045,39.41668,"Private_non_profit","No","No","Yes",0.8285,21,1064,0.8205,0.0432,0.031,0.0066,0.485,0.2396,"27000",7453,0.6372,52612
"Miami University-Oxford","Oxford","OH","45056","Graduate","East_North_Central",-84.732954,39.507757,"Public","No","No","Yes",0.8792,28,16721,0.802,0.0295,0.048,0.0255,0.5183,0.1121,"23000",10871,0.886,56984
"Mount Carmel College of Nursing","Columbus","OH","43222-1504","Graduate","East_North_Central",-83.021501,39.956625,"Private_non_profit","No","No","No",0.6341,17,628,0.6306,0.2357,0.0255,0.0589,0.8758,0.3237,"22082",8545,0.6842,63181
"University of Mount Union","Alliance","OH","44601-3929","Graduate","East_North_Central",-81.111029,40.905256,"Private_non_profit","No","No","Yes",0.7575,22,1867,0.775,0.0691,0.03,0.0118,0.4681,0.2903,"27000",7748,0.7821,48805
"Mount Vernon Nazarene University","Mount Vernon","OH","43050-9500","Graduate","East_North_Central",-82.471074,40.372901,"Private_non_profit","No","No","No",0.8533,22,1481,0.8764,0.0236,0.0277,0.0074,0.6178,0.3383,"25000",6512,0.7031,43059
"Mount Saint Joseph University","Cincinnati","OH","45233-1670","Graduate","East_North_Central",-84.639453,39.095893,"Private_non_profit","No","No","No",0.5435,24,1045,0.7589,0.1234,0.0431,0.0134,0.5502,0.3404,"26827",7965,0.6915,51748
"Muskingum University","New Concord","OH","43762-1837","Graduate","East_North_Central",-81.737127,39.996585,"Private_non_profit","No","No","No",0.8639,19,1436,0.8099,0.0794,0.023,0.0077,0.5411,0.4097,"25369",7571,0.6777,42897
"Oberlin College","Oberlin","OH","44074","Bachelors","East_North_Central",-82.216795,41.291992,"Private_non_profit","No","No","Yes",0.3487,32,2986,0.6149,0.0455,0.082,0.0516,0.5914,0.0921,"26000",10435,0.8656,40633
"Ohio Dominican University","Columbus","OH","43219","Graduate","East_North_Central",-82.940689,39.992764,"Private_non_profit","No","No","No",0.5242,25,795,0.5346,0.2491,0.0667,0.0138,0.5182,0.4053,"26000",7808,0.5778,49963
"Ohio Northern University","Ada","OH","45810-1599","Graduate","East_North_Central",-83.827441,40.7662,"Private_non_profit","No","No","No",0.5437,27,2402,0.8068,0.0308,0.0021,0.0162,0.4538,0.2144,"27000",8979,0.8033,61373
"Ohio State University-Main Campus","Columbus","OH","43210","Graduate","East_North_Central",-83.014853,39.999324,"Public","No","No","Yes",0.5272,30,45140,0.6325,0.0775,0.0539,0.0906,0.5005,0.2051,"19976",13456,0.9339,57031
"Ohio University-Main Campus","Athens","OH","45701-2979","Graduate","East_North_Central",-82.100985,39.326798,"Public","No","No","Yes",0.8652,24,17611,0.8144,0.0551,0.0443,0.0159,0.6062,0.2196,"21056",9508,0.7893,58117
"Ohio Wesleyan University","Delaware","OH","43015-2370","Bachelors","East_North_Central",-83.069757,40.295963,"Private_non_profit","No","No","No",0.5218,26,1401,0.7173,0.0692,0.055,0.0321,0.5603,0.2586,"27000",8068,0.8187,45013
"Otterbein University","Westerville","OH","43081","Graduate","East_North_Central",-82.936444,40.125327,"Private_non_profit","No","No","No",0.8368,23,2097,0.733,0.0944,0.0629,0.0339,0.5985,0.3127,"26000",8286,0.7852,48233
"Franciscan University of Steubenville","Steubenville","OH","43952-1763","Graduate","East_North_Central",-80.620524,40.376919,"Private_non_profit","No","No","No",0.6665,25,2605,0.7328,0.0092,0.1701,0.028,0.5812,0.2296,"23384",8510,0.858,43363
"University of Toledo","Toledo","OH","43606-3390","Graduate","East_North_Central",-83.614714,41.660572,"Public","No","No","Yes",0.9223,25,10787,0.6802,0.0951,0.0563,0.031,0.5073,0.2929,"22250",9998,0.7522,53605
"Ursuline College","Pepper Pike","OH","44124","Graduate","East_North_Central",-81.465118,41.497035,"Private_non_profit","No","No","No",0.8508,22,618,0.5356,0.2702,0.0113,0.0405,0.9239,0.3683,"26250",5792,0.6942,58037
"Walsh University","North Canton","OH","44720-3396","Graduate","East_North_Central",-81.369931,40.873908,"Private_non_profit","No","No","No",0.7251,24,1454,0.5578,0.0626,0.0261,0.0096,0.5323,0.2562,"27000",5429,0.7552,53568
"Wilberforce University","Wilberforce","OH","45384-1001","Graduate","East_North_Central",-83.880595,39.707291,"Private_non_profit","Yes","No","No",0.4512,16,639,0.0172,0.8341,0,0,0.5493,0.6598,"26468",5975,0.7,41137
"Wilmington College","Wilmington","OH","45177","Bachelors","East_North_Central",-83.818342,39.444744,"Private_non_profit","No","No","No",0.8813,18,1011,0.7557,0.1039,0.0356,0.0059,0.549,0.3622,"24208",6249,0.6726,43827
"Wittenberg University","Springfield","OH","45504","Graduate","East_North_Central",-83.815445,39.934029,"Private_non_profit","No","No","No",0.9393,25,1235,0.7368,0.098,0.0567,0.0121,0.5255,0.2938,"27000",7836,0.7514,45229
"The College of Wooster","Wooster","OH","44691","Bachelors","East_North_Central",-81.934674,40.81046,"Private_non_profit","No","No","Yes",0.5627,30,1960,0.5969,0.0959,0.0622,0.0398,0.5133,0.1949,"26500",8598,0.8345,42691
"Wright State University-Main Campus","Dayton","OH","45435-0001","Graduate","East_North_Central",-84.064881,39.780634,"Public","No","No","Yes",0.9522,20,6327,0.7196,0.1181,0.0466,0.0322,0.5518,0.3453,"22750",9723,0.6433,49565
"Wright State University-Lake Campus","Celina","OH","45822-2952","Bachelors","East_North_Central",-84.509194,40.546074,"Public","No","No","Yes",0.9985,21,984,0.8933,0.0356,0.0173,0.0132,0.5833,0.298,"22750",10128,0.5775,49565
"Xavier University","Cincinnati","OH","45207-1092","Graduate","East_North_Central",-84.47465,39.149547,"Private_non_profit","No","No","No",0.8454,26,4837,0.7459,0.1059,0.0583,0.026,0.5582,0.1293,"23250",9106,0.837,57907
"Youngstown State University","Youngstown","OH","44555-0001","Graduate","East_North_Central",-80.64659,41.104928,"Public","No","No","Yes",0.806,21,7741,0.7499,0.0729,0.0453,0.0159,0.5463,0.3924,"24000",8440,0.784,46336
"Oklahoma Wesleyan University","Bartlesville","OK","74006-6299","Graduate","Southwest",-95.95671,36.717453,"Private_non_profit","No","No","No",0.5213,19,722,0.5152,0.0956,0.0983,0.0097,0.4432,0.3836,"24813",5918,0.5443,60068
"University of Central Oklahoma","Edmond","OK","73034","Graduate","Southwest",-97.471508,35.6552,"Public","No","No","Yes",0.6994,21,10400,0.5202,0.0843,0.1453,0.0444,0.6222,0.3562,"21000",7203,0.6429,45954
"East Central University","Ada","OK","74820-6999","Graduate","Southwest",-96.663849,34.771934,"Public","No","No","Yes",0.7008,20,2584,0.4946,0.0813,0.0762,0.0689,0.5971,0.4431,"17671",4801,0.6014,44825
"Northeastern State University","Tahlequah","OK","74464-2399","Graduate","Southwest",-94.967229,35.919939,"Public","No","No","Yes",0.9946,20,4885,0.4647,0.0444,0.0768,0.0231,0.6213,0.4609,"17367",7412,0.6384,44263
"Northwestern Oklahoma State University","Alva","OK","73717-2799","Graduate","Southwest",-98.667673,36.796658,"Public","No","No","Yes",0.5642,18,1430,0.6119,0.0692,0.1329,0.0056,0.5923,0.4474,"17355",6561,0.5985,45784
"Oklahoma Christian University","Edmond","OK","73013","Graduate","Southwest",-97.469526,35.611412,"Private_non_profit","No","No","No",0.9602,23,1856,0.6261,0.1218,0.0997,0.0302,0.5776,0.3007,"26000",7128,0.768,49879
"Oklahoma State University-Main Campus","Stillwater","OK","74078-1015","Graduate","Southwest",-97.069743,36.123085,"Public","No","No","Yes",0.7063,23,20362,0.67,0.0418,0.0925,0.0209,0.5188,0.2701,"20500",9925,0.833,54070
"Oklahoma Baptist University","Shawnee","OK","74804","Graduate","Southwest",-96.932459,35.360492,"Private_non_profit","No","No","No",0.4734,20,1246,0.6693,0.0746,0.0144,0.0088,0.5811,0.2946,"24801",6470,0.7119,43164
"Oklahoma City University","Oklahoma City","OK","73106-1402","Graduate","Southwest",-97.541242,35.495271,"Private_non_profit","No","No","No",0.7039,23,1344,0.6272,0.0528,0.131,0.0253,0.6548,0.2178,"20835",7555,0.7727,52396
"University of Oklahoma-Norman Campus","Norman","OK","73019-3072","Graduate","Southwest",-97.444211,35.209407,"Public","No","No","Yes",0.7292,26,20842,0.5752,0.0474,0.1341,0.0714,0.5136,0.2403,"20654",10516,0.8795,58246
"Oral Roberts University","Tulsa","OK","74171","Graduate","Southwest",-95.952547,36.049129,"Private_non_profit","No","No","No",0.7837,22,3250,0.3732,0.1437,0.1566,0.0462,0.6065,0.4583,"27000",7511,0.8065,45448
"University of Science and Arts of Oklahoma","Chickasha","OK","73018-5322","Bachelors","Southwest",-97.95641,35.031392,"Public","No","No","Yes",0.563,21,808,0.6089,0.0495,0.0594,0.0087,0.6448,0.4508,"21750",5744,0.6008,37641
"Southeastern Oklahoma State University","Durant","OK","74701-3347","Graduate","Southwest",-96.376864,34.006808,"Public","No","No","Yes",0.7421,21,2853,0.5114,0.0522,0.0901,0.007,0.564,0.4364,"17000",6568,0.5913,45605
"Southwestern Oklahoma State University","Weatherford","OK","73096-3001","Graduate","Southwest",-98.707768,35.535281,"Public","No","No","Yes",0.7678,20,3596,0.6132,0.0559,0.1349,0.0108,0.6207,0.4015,"15954",7214,0.6826,50573
"University of Tulsa","Tulsa","OK","74104-3189","Graduate","Southwest",-95.945941,36.152324,"Private_non_profit","No","No","No",0.6918,26,2612,0.4962,0.0823,0.1263,0.0678,0.5134,0.2309,"21500",10531,0.8494,67186
"George Fox University","Newberg","OR","97132","Graduate","Pacific",-122.967494,45.303629,"Private_non_profit","No","No","No",0.9173,25,2495,0.6497,0.022,0.1631,0.0545,0.5984,0.2805,"24250",8129,0.7944,53330
"Lewis & Clark College","Portland","OR","97219-7899","Graduate","Pacific",-122.669137,45.450882,"Private_non_profit","No","No","Yes",0.6859,31,2187,0.6863,0.0265,0.1093,0.0457,0.6452,0.2071,"19500",10490,0.8612,46973
"Multnomah University","Portland","OR","97220","Graduate","Pacific",-122.575557,45.527139,"Private_non_profit","No","No","Yes",0.5338,23,375,0.408,0.152,0.2,0.04,0.424,0.4371,"20250",4985,0.5333,39257
"Oregon Institute of Technology","Klamath Falls","OR","97601-8801","Graduate","Pacific",-121.785177,42.257152,"Public","No","No","Yes",0.9258,26,3088,0.6684,0.0207,0.1467,0.0638,0.4802,0.3107,"22500",8486,0.7221,74614
"University of Oregon","Eugene","OR","97403","Graduate","Pacific",-123.075792,44.045146,"Public","No","No","Yes",0.8629,27,19443,0.6177,0.0254,0.1536,0.0661,0.5554,0.2355,"20139",12149,0.8559,51447
"Pacific University","Forest Grove","OR","97116","Graduate","Pacific",-123.108777,45.521394,"Private_non_profit","No","No","Yes",0.9228,22,1546,0.4463,0.0213,0.1785,0.1371,0.5918,0.2827,"23223",8596,0.7686,51456
"University of Portland","Portland","OR","97203-5798","Graduate","Pacific",-122.726691,45.572724,"Private_non_profit","No","No","No",0.9251,29,3368,0.4471,0.0232,0.1707,0.1986,0.6401,0.1698,"21370",9774,0.8556,70581
"Reed College","Portland","OR","97202-8199","Graduate","Pacific",-122.630348,45.480959,"Private_non_profit","No","No","Yes",0.308,32,1494,0.6017,0.0107,0.1205,0.077,0.579,0.117,"21500",12070,0.8583,44605
"Allegheny College","Meadville","PA","16335-3902","Bachelors","Mid_Atlantic",-80.147168,41.64869,"Private_non_profit","No","No","No",0.6965,28,1324,0.6926,0.0793,0.0853,0.0347,0.5287,0.2822,"27000",8479,0.7892,51096
"DeSales University","Center Valley","PA","18034-9568","Graduate","Mid_Atlantic",-75.375608,40.539091,"Private_non_profit","No","No","No",0.7717,26,2175,0.7182,0.0538,0.1297,0.0428,0.6492,0.2446,"25788",8510,0.7765,56057
"Arcadia University","Glenside","PA","19038-3295","Graduate","Mid_Atlantic",-75.163876,40.092606,"Private_non_profit","No","No","No",0.7757,26,1750,0.6011,0.1291,0.0989,0.0514,0.6434,0.3371,"27000",8365,0.7969,49642
"Bryn Mawr College","Bryn Mawr","PA","19010","Graduate","Mid_Atlantic",-75.313223,40.02736,"Private_non_profit","No","No","Yes",0.3075,31,1402,0.5107,0.0506,0.1013,0.1106,1,0.1399,"25000",11359,0.9028,46047
"Bucknell University","Lewisburg","PA","17837","Graduate","Mid_Atlantic",-76.882616,40.954317,"Private_non_profit","No","No","Yes",0.3255,32,3732,0.7567,0.0413,0.0726,0.045,0.5188,0.1022,"27000",12166,0.9058,76593
"Carnegie Mellon University","Pittsburgh","PA","15213-3890","Graduate","Mid_Atlantic",-79.941993,40.44357,"Private_non_profit","No","No","Yes",0.113,35,7005,0.2176,0.0407,0.1048,0.3372,0.5044,0.1465,"21750",13113,0.973,105185
"Chatham University","Pittsburgh","PA","15232","Graduate","Mid_Atlantic",-79.926083,40.448432,"Private_non_profit","No","No","Yes",0.6633,25,1207,0.7672,0.0621,0.0563,0.0373,0.7009,0.2993,"23250",8442,0.8,52487
"Delaware Valley University","Doylestown","PA","18901-2697","Graduate","Mid_Atlantic",-75.158452,40.298659,"Private_non_profit","No","No","Yes",0.9543,26,1631,0.7032,0.0987,0.0871,0.0123,0.5978,0.3108,"25000",8665,0.7587,45437
"Drexel University","Philadelphia","PA","19104","Graduate","Mid_Atlantic",-75.190051,39.955217,"Private_non_profit","No","No","Yes",0.7961,29,13933,0.4494,0.0801,0.0796,0.2333,0.4889,0.2469,"25325",11752,0.8699,77980
"Duquesne University","Pittsburgh","PA","15282","Graduate","Mid_Atlantic",-79.993123,40.43589,"Private_non_profit","No","No","No",0.8749,28,5087,0.8009,0.0484,0.0462,0.0358,0.6328,0.1829,"26244",9443,0.838,62203
"East Stroudsburg University of Pennsylvania","East Stroudsburg","PA","18301-2999","Graduate","Mid_Atlantic",-75.173905,40.99599,"Public","No","No","Yes",0.9363,20,4324,0.5321,0.2026,0.1765,0.0185,0.556,0.4061,"24218",10589,0.7355,48241
"Elizabethtown College","Elizabethtown","PA","17022-2298","Graduate","Mid_Atlantic",-76.593224,40.149236,"Private_non_profit","No","No","Yes",0.8112,27,1703,0.8291,0.0282,0.0711,0.0223,0.5819,0.1938,"27000",9044,0.8499,56733
"Franklin and Marshall College","Lancaster","PA","17604-3003","Bachelors","Mid_Atlantic",-76.319037,40.048045,"Private_non_profit","No","No","Yes",0.3623,31,1986,0.5619,0.0549,0.1032,0.0443,0.5342,0.187,"19000",10770,0.8782,58001
"Gettysburg College","Gettysburg","PA","17325","Bachelors","Mid_Atlantic",-77.236792,39.836597,"Private_non_profit","No","No","Yes",0.5631,30,2236,0.6668,0.047,0.1167,0.0318,0.5143,0.199,"26999",9670,0.8857,61186
"Haverford College","Haverford","PA","19041-1392","Bachelors","Mid_Atlantic",-75.305207,40.007452,"Private_non_profit","No","No","Yes",0.1421,34,1417,0.494,0.0529,0.1284,0.1235,0.5441,0.1423,"13621",10994,0.9611,58828
"Indiana University of Pennsylvania-Main Campus","Indiana","PA","15705-1098","Graduate","Mid_Atlantic",-79.159332,40.617531,"Public","No","No","Yes",0.9194,21,6611,0.7553,0.105,0.052,0.0129,0.6152,0.3773,"26798",11080,0.706,48623
"Juniata College","Huntingdon","PA","16652-2196","Graduate","Mid_Atlantic",-78.017292,40.500523,"Private_non_profit","No","No","Yes",0.7616,29,1116,0.7151,0.0466,0.0771,0.0233,0.5278,0.2448,"27000",8609,0.8066,46040
"King's College","Wilkes-Barre","PA","18711-0801","Graduate","Mid_Atlantic",-75.879822,41.250097,"Private_non_profit","No","No","No",0.9599,24,1595,0.7442,0.0495,0.1122,0.0288,0.4859,0.2697,"27000",8078,0.777,51969
"La Roche University","Pittsburgh","PA","15237-5898","Graduate","Mid_Atlantic",-80.014851,40.568615,"Private_non_profit","No","No","No",0.9736,22,794,0.5718,0.0403,0.0353,0.0101,0.6071,0.3574,"25000",7193,0.6667,47775
"Lafayette College","Easton","PA","18042-1768","Bachelors","Mid_Atlantic",-75.209786,40.69956,"Private_non_profit","No","No","No",0.3363,31,2725,0.6774,0.0536,0.0822,0.0411,0.4998,0.0934,"16000",12189,0.899,72091
"Lancaster Bible College","Lancaster","PA","17601-5036","Graduate","Mid_Atlantic",-76.287761,40.075347,"Private_non_profit","No","No","Yes",0.9715,24,1286,0.619,0.2263,0.0319,0.0171,0.514,0.3806,"20500",6177,0.8071,35497
"Lebanon Valley College","Annville","PA","17003-1400","Graduate","Mid_Atlantic",-76.514431,40.330604,"Private_non_profit","No","No","No",0.7674,25,1618,0.8436,0.0278,0.0593,0.0235,0.5426,0.2324,"27000",8199,0.8922,52639
"Lehigh University","Bethlehem","PA","18015","Graduate","Mid_Atlantic",-75.380236,40.606822,"Private_non_profit","No","No","Yes",0.3698,32,5612,0.5973,0.0526,0.1021,0.0994,0.4592,0.1813,"21960",14561,0.9085,88766
"Lincoln University","Lincoln University","PA","19352-0999","Graduate","Mid_Atlantic",-75.926458,39.807723,"Public","Yes","No","Yes",0.8061,18,1704,0.0088,0.8281,0.0681,6e-04,0.652,0.6676,"28250",9049,0.789,44507
"Lycoming College","Williamsport","PA","17701-5192","Bachelors","Mid_Atlantic",-77,41.24666,"Private_non_profit","No","No","No",0.7522,23,1046,0.6128,0.1262,0.1405,0.0134,0.5229,0.4218,"27000",8112,0.721,45883
"Marywood University","Scranton","PA","18509-1598","Graduate","Mid_Atlantic",-75.634142,41.434587,"Private_non_profit","No","No","No",0.8076,23,1793,0.7769,0.0257,0.0976,0.0201,0.6771,0.3124,"26186",7584,0.8252,50403
"Messiah University","Mechanicsburg","PA","17055","Graduate","Mid_Atlantic",-76.988269,40.156579,"Private_non_profit","No","No","No",0.7941,27,2327,0.78,0.0352,0.0782,0.0344,0.6034,0.1843,"25621",8771,0.86,47801
"Moravian University","Bethlehem","PA","18018-6650","Graduate","Mid_Atlantic",-75.383638,40.630947,"Private_non_profit","No","No","No",0.6702,24,1864,0.6985,0.0477,0.1518,0.0258,0.6121,0.2678,"26793",8085,0.7773,55138
"Muhlenberg College","Allentown","PA","18104","Graduate","Mid_Atlantic",-75.508502,40.596416,"Private_non_profit","No","No","No",0.6551,31,1933,0.7196,0.0429,0.1123,0.0341,0.6068,0.2057,"25455",6817,0.9089,58124
"Pennsylvania State University-Penn State Erie-Behrend College","Erie","PA","16563-0001","Graduate","Mid_Atlantic",-79.983818,42.119417,"Public","No","No","Yes",0.9544,25,3149,0.7888,0.0337,0.0435,0.0438,0.356,0.2845,"25000",9900,0.8219,63258
"Pennsylvania State University-Penn State New Kensington","New Kensington","PA","15068-1765","Bachelors","Mid_Atlantic",-79.697461,40.551056,"Public","No","No","Yes",0.9145,24,440,0.8091,0.0636,0.0545,0.0136,0.3886,0.3214,"25000",8638,0.7559,63258
"Pennsylvania State University-Penn State Lehigh Valley","Center Valley","PA","18034-8447","Bachelors","Mid_Atlantic",-75.40267,40.559201,"Public","No","No","Yes",0.9408,24,843,0.516,0.0664,0.2159,0.1174,0.4093,0.388,"25000",8045,0.7917,63258
"Pennsylvania State University-Penn State Altoona","Altoona","PA","16601-3777","Bachelors","Mid_Atlantic",-78.409601,40.541759,"Public","No","No","Yes",0.9576,26,2565,0.7368,0.0608,0.0733,0.0405,0.4733,0.28,"25000",8805,0.7707,63258
"Pennsylvania State University-Penn State Beaver","Monaca","PA","15061-2764","Bachelors","Mid_Atlantic",-80.296316,40.678271,"Public","No","No","Yes",0.932,21,503,0.7137,0.0994,0.0875,0.0278,0.4394,0.3494,"25000",9347,0.7247,63258
"Pennsylvania State University-Penn State Berks","Reading","PA","19610-1016","Bachelors","Mid_Atlantic",-75.97329,40.358839,"Public","No","No","Yes",0.9729,25,2024,0.6235,0.0781,0.1502,0.0667,0.3982,0.3115,"25000",9445,0.7577,63258
"Pennsylvania State University-Penn State Harrisburg","Middletown","PA","17057-4846","Graduate","Mid_Atlantic",-76.741216,40.204253,"Public","No","No","Yes",0.9555,26,4053,0.474,0.0952,0.0873,0.133,0.3805,0.2818,"25000",10537,0.8026,63258
"Pennsylvania State University-Penn State Brandywine","Media","PA","19063-5522","Bachelors","Mid_Atlantic",-75.449704,39.927123,"Public","No","No","Yes",0.9619,27,1189,0.5038,0.1741,0.09,0.1228,0.3911,0.3508,"25000",9169,0.7375,63258
"Pennsylvania State University-Penn State Fayette- Eberly","Lemont Furnace","PA","15456-1025","Bachelors","Mid_Atlantic",-79.659317,39.946455,"Public","No","No","Yes",0.8073,23,420,0.8738,0.0452,0.0286,0.0119,0.5476,0.3431,"25000",8278,0.7368,63258
